0	"I don't believe the Lisak criticism present there conforms with the NPV rule.  Lisak doesn't have a neutral point of view to begin with.  If an offer to polygraph or even concerned review of polygraph results shocks a complainant into thinking her lies have been uncovered, the recantation is still perfectly valid.  If you know you are telling the truth, you will argue with machine or investigator.  Also part of Kanin's research was a followup of the recanted story where possible to verify if any were false recantations.  In all followups the recanted version of events matched what the accused said happened.Arguing that Lisak is a respected PHD is baseless if Kanin is a respected PHD.  I agree that my edit wasn't as neutral as possible though, so apologize for that.  Still something must be done here."
0	"You had a point, and it's now ammended with appropriate encyclopedic notability/significance."
0	"In other words, you're too lazy to actually point anything out. Until you change that approach, the tag goes."
0	"Take your belated and piffling prevarications elsewhere. Too late for here."
0	"That's what I'm looking through, it looks like he was just being an all around dick on talk pages though. It's nothing too bad though, looks more like an inability to express himself properly. Thank you for your concern also, Cheers!! -"
0	"In the same direction, is it really necessary to name all the US states who recognize it? Why not give just the number of states? This is not an American encyclopedia, but an universal one, I don't see why every single US states which recognize it should be named.  (ix)"
1	"Hi! I am back again!Last warning!Stop undoing my edits or die!"
0	"Minimization of textile effluent A proposed deletion template has been added to the article Minimization of textile effluent, suggesting that it be deleted according to the proposed deletion process. All contributions are appreciated, but this article may not satisfy Wikipedia's criteria for inclusion, and the deletion notice should explain why (see also ""What Wikipedia is not"" and Wikipedia's deletion policy).You may prevent the proposed deletion by removing the  notice, but please explain why you disagree with the proposed deletion in your edit summary or on its talk page. Also, please consider improving the article to address the issues raised. Even though removing the deletion notice will prevent deletion through the proposed deletion process, the article may still be deleted if it matches any of the speedy deletion criteria or it can be sent to Articles for Deletion, where it may be deleted if consensus to delete is reached. If you agree with the deletion of the article, and you are the only person who has made substantial edits to the page, please add  to the top of Minimization of textile effluent."
1	"STOP POSTING WARNIGN ON MY TALK PAGE ITS FUCKING GAY AS SHIT AND I DONT GIVE A FUCK JESUS CHIRST"
1	"Death to Musulmans!"
1	"Shut up you faggot.4 July 2005 01:23 (UTC)"
1	"Shut up, you button!"
0	"Absolutely, use of that word is strongly misleading, even with '-like'. The structure had nothing to do with mastaba - a burial chamber basicly. Mastaba by definition has entran & ceinner space.\nThis structure was one solid pile of rocks, with no inner space or entrances.\nIt was ment as a wall fragment."
1	"Give me a permanat block raseac....!!! remember me....!!! Muslims dont you worry for these images they are trying to hurt us but they cant look these images are fake and have nothing to do with Islam or our prophet even their article is so lame wikipedia is not an authentic source its an encyclopedia for the kids which has not authenticity anyone can edit or write whatever they think...just like raeasc you can see he does not knows what Islam is and he talks about it so forget about wiki its lame they have no authenticity...i recommend they should add pissed christ in jessus article....they should..."
1	"BlackKite being a faggot"
1	"The hell I care. 202.124.135.206"
1	"""With Jews You lose! 86.181.0.14"" "
1	"""n ig ger nig ger Hi n i g g e r"""
1	"Fuck you, block me, you faggot pussy!"
1	"Hmm.. So I am arguing with delusional people, after all."
1	"UNBLOCK ME OR I'LL GET MY LAWYERS ON TO YOU FOR BLOCKING MY CONSTITUTIONAL RIGHT TO FREE SPEECH"
1	"MATE, don't piss me off. You are driving me insane. Go away"
1	"""Get away, you loser thanks for your warning message.  But I recommend you find a job, my dearest American.  It seems to me you don't have even have a job, THAT IS WHY you do have plenty of time on wiki, am I right?  you are 30, but you acheived NOTHING, shame on you!"""
0	"The Mitsurugi point made no sense - why not argue to include Hindi on Ryo Sakazaki's page to include more information?"
1	"Fuck off you cunt. I know a LOT more about Flynn than you. Don't take out referenced stuff or ELSE."
0	"Sorry if the word 'nonsense' was offensive to you. Anyway, I'm not intending to write anything in the article(wow they would jump on me for vandalism), I'm merely requesting that it be more encyclopedic so one can use it for school as a reference. I have been to the selective breeding page but it's almost a stub. It points to 'animal breeding' which is a short messy article that gives you no info. There must be someone around with expertise in eugenics? 93.161.107.169"
0	"Your vandalism to the Matt Shirvington article has been reverted.  Please don't do it again, or you will be banned."
0	"Fradulent claim \n\nI am most certainly not a sockpuppet of TheChief, please retract your fradulent claim at once."
0	"Take your belated and piffling prevarications elsewhere. Too late for here."
0	"That's what I'm looking through, it looks like he was just being an all around dick on talk pages though. It's nothing too bad though, looks more like an inability to express himself properly. Somethings need to be changed for the good. Thank you for your concern also, Cheers!! -"
0	"alignment on this subject and which are contrary to those of DuLithgow"
0	"You can do all you're doing right now but if you get a username you'll be able to do more and have more impact is what I'm saying. And you seem to be very familiar with everything so you probably have a username? Just get one, it takes 10 seconds.  (talk•contribs)"
0	"However, the Moonlite edit noted by golden daph was me (on optus ...)  Wake up wikkis.  So funny"
0	"""Check the following websites:http://www.iranchamber.com/personalities/farabi/farabi.php\n http://www.islam.org.br/%C2%A0al_farabi.htm \n http://www.superbeyin.com/sohbet/sohbet.htm"""
0	"i can't believe no one has already put up this page Dilbert's Desktop Games so I did ""Well, after I asked you to provide the diffs within one hour of your next edit here, you made an edit to your talk page here and then did not provide the diffs I requested within one hour of that edit. I then sanctioned you for failing to provide the requested diffs in a timely manner (which, after more than a week, you have still not done). Consequently, your request to lift the sanction is denied."""
0	"""What page shoudld there be for important characters that DON'T reoccur?Void, Black Doom, Mephiles, etc"""
1	"A pair of jew-hating weiner nazi schmucks."
0	"Thanks, Josette. I enjoyed meeting you, too. I was shocked by the decision, which does not begin to reflect consensus. Does just one Grand Poobah make it alone? Serves me right for stealing time from more pressing real-world duties to indulge in a fun hobby. I've learned my lesson and won't waste time like that again. I'll stick to fixing the little things I run across as I read articles for my own information."
0	"""Paleontologists agree that organic remains must be buried quickly so they can be preserved long enough to be come fossilized.  However, the term fossilized is not a very precise term.  There are several factors and metamorphic mineral processes which occur to organic remains that result in what is typically called a fossil.  One major factor concerns what kind of organisms are to be fossilized  vertebrate, invertebrates, radiolarians, sponges, plants, pollen, foot prints, etc.And multiple processes may include permineralization, recrystalization, carbonization, replacement, dissolving, diagenesis, etc.  Talking about fossilization is a complex issue, however quick burial is not questioned.The major question is, how long does it take for these processes to work on organic reamins in the environment they are found in?  Experimental taphonomy has resulted in an assortment of remains becoming fossilized by various processes in the lab, which of course implies that given the right conditions, vast ages are not an issue.  The metamorphic processes are ongoing until an equilibrium is met between the chemical enviroument of the burial site and the minerals of the organic remains.  Flood catastrophic geologists do not expect that organic remains buried during the flood were completely fossilized within the one year period of the flood, but rather that there has been some 4000 years for the processes to have been working.  Much more work needs to be done on the taphonomy of organic remains.  Yet, how one interprets even those results will depend upon which world view you choose to believe with.""
0	"Also I think Vegetable Basket needs it's own Wikipedia page."
0	"""Bigfoot Reference /n The magazine is better known as just the Engineering and Mining Journal, which you may have a difficult time finding, depending on where you live.  I ran across the article a few years ago while researching something else, and made a copy.  It is clearly derived from press accounts, and treats the incident as a joke.  My whole point in citing it was to show that the incident, whatever it was, was not (entirely) created 40+ years after the fact.  If you leave me your email, I will scan the page and email you a PDF."""
0	"Hi, I am new to wikipedia. Read up on pandemics today. I am impressed by the quality of information, to my knowledge not easily available elsewhere in the same easily accessible format. Thank you all of you for creating this content and making it accessible."
0	"Yeah, let's merge the content. (Not sure if Devil's Canyon is the same type of codename.)"
0	"A cookie for you! A cookie for you"
1	"Fuck you, you psychotic fanboy retard."
0	"Functional languages: ISWIM etc."
0	"REDIRECT Talk:Shabab Al-Khalil SC"
0	"CAN'T HAVE MY POPCORN!!!!!!!!! FRO"
0	"""List of ice hockey teams in Ontario : I updated Template:OHL and Template:Defunct OHL to try to simplify things. Template:OHL contains all teams past and current for the OHL. Template:Defunct OHL contains all past teams from the OMJHL and the OHA Junior A. That template may need to be renamed. Regarding the article List of ice hockey teams in Ontario. How should we handle the defunct teams from the OHL, OMJHL, and OHA Junior A?  That is a really good question.  I would like to add them, as it would allow the list to be both complete, and consistant with the others.  I havent added defunct Jr A teams on any other article, but many of these OHA Jr A teams were the highest level of Junior hockey at the time, I believe, so should be added as being equivalent of Major-Junior.  However, that will likely make this a really long list.  It might make sense to split the article into two: active and defunct  as I did with the baseball lists. I would suggest expanding the defunct teams and seeing how long the article gets, then deciding from there.  If we hope to get it to featured list status, as I would like for all, then we can't use the template as a part of the article itself."""
0	"Replied on this user's talk page -"
1	"""Why can't you believe how fat Artie is? Did you see him on his recent appearence on the Tonight Show with Jay Leno? He looks absolutely AWFUL! If I had to put money on it, I'd say that Artie Lange is a can't miss candidate for the 2007 Dead pool! Keep your God damned fingers off of my above comment, !!!"""
0	"""i do not attack i am but a messenger.death is but a door, time is but a window and I Vigo the Carpathian will be back."""
0	"""POV This edit  is unjuestified unless the sources and NPOV policies were changed since last time I edited this article. This is another POV push by Zero that is not discussed in talk."""
0	"""Please do not vandalize pages, as you did with this edit to Moriah. If you continue to do so, you will be blocked from editing.(talk) """
0	"I considered tagging it for speedy deletion but felt it was simpler to remove all inappropriate content. . ."
0	"123 18:38, July 18, 2005 (UTC)\n\nP.S. Feel free to leave a message on my talk page if you need help with anything or simply wish to say hello. )"
0	"That is quick if we only limit the discussion for changing the title but considering the previous discussions for months can have a valid reason for the move."
1	"""You are a frickin' shittroll! I hate you, Meters! I have provided reliable sources such as Motor Trend and Yahoo Answers. Go be immature somewhere."""
0	"Hey!  With a little work and resizing, this could work."
1	"""MUHAMMAD WAS A MURDERER, RAPIST, THIEF, SLAVE TRADER, WARMONGER AND DIRTY PEDOPHILEISLAM = NAZI"""
0	"Electronic Intifada is not an activist site! Why do they call it that then?"
0	"Hi GoodDay, I have noted that Qwyrxian has weighed in on the issue. I have learned to appreciate his steady advice on matters and suggest that you ask Qwyrxian about this as well. Regarding the number debate, I don't have strong feelings on this, either way. If you do, the DRN process can do no harm and would be quite useful, IMO. If you want my involvement, I would be pleased to help. I became aware of Joyce Banda through this conflict in the past and have grown to admire her leadership. Anything to help the article about her is of interest to me."
0	"iphone sux, it's made in russia"
0	"For your information, these are correct credentials. And its not a secondary school in Pakistan, Its a secondary school in the United States in New York City. Please be more careful when reading next time."
0	"quit bugging me- why up on my back?"
0	"There are actually five LIRR train stations in Garden City, not two."
1	"""How dare you send me such abuse you fucking cockmaster!If you dare warn me again, Mr Jeff. I will savagely attack your mother!I know where you live"""
1	"If you want to describe the BNP as it is currently, drop the fascist rubbish"
1	"""this user needs to get a life lol.!!lol get a real life u suck lol"""
0	"""Katana (photocopier) I didn't create that page! Cheers"""
0	"He's playing and will quickly get bored without food (IMHO)"
0	""":Hi, You can find the entire edit history of that page by going to . Hope that helps   Talk    'tribs """
0	"You see Ghirlo, behave now..If not, ban is your next step.."
0	"User:Crocker 17:14, 1 January 2006"
0	"""Please do not vandalize pages, as you did with this edit to Compton, California. If you continue to do so, you will be blocked from editing.  Say Headcheese!Chord2 """
0	"If this has not been done, I shall alter to mentioned.  PMAnderson"
1	"Hey useless troll, you just don't get tired enough of being stomped again and again, right?"
0	"""..You People Just Enjoy Picking on Me Don't You"""
1	"Fucking administrators DAMN YOOOOOOOOOOOOOOOOUUUUUUUUUUUUUUUUUUUUUU"
0	"""Images over 50 years old of Prime Ministers..I'm looking at adding them to wikimedia commons, however I just want to check your opinion on how well the Images over 50 years old of Prime Ministers thus copyright-free line will hold up over there."""
1	"""Well you are a lier.   Chat  """
1	"""Warning Me: If you dare to warn me I dont really give a rip. I will delete them and keep on deleteing them. I am making a new account so BHAHA"""
1	"Dude you're gay, now seriously STFU and get the fuck off my warning page you little fag.  You've 'warned me' now get the fuck off and act gay somewhere else."
